age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y_true,y_score,segment_id
34,admin.,single,university.degree,no,no,no,cellular,sep,fri,3,3,2,success,-3.4,92.379,-29.8,0.773,5017.5,1,0.6609602832638588,0
62,blue-collar,married,unknown,no,no,no,cellular,oct,fri,3,999,0,nonexistent,-1.1,94.601,-49.5,0.972,4963.6,0,0.6609587068494972,1
18,student,single,basic.4y,no,yes,no,telephone,nov,tue,1,13,2,success,-1.1,94.767,-50.8,1.049,4963.6,1,0.6607349913297088,2
91,retired,married,university.degree,no,no,yes,cellular,sep,wed,2,999,0,nonexistent,-3.4,92.379,-29.8,0.781,5017.5,0,0.6603059874991862,1
47,admin.,divorced,high.school,no,yes,no,cellular,sep,tue,1,3,1,success,-3.4,92.379,-29.8,0.77,5017.5,0,0.6591593896872242,0
40,services,married,high.school,no,yes,no,cellular,nov,thu,3,3,2,success,-3.4,92.649,-30.1,0.714,5017.5,1,0.659028638875506,0
35,unemployed,married,university.degree,no,no,no,cellular,oct,thu,1,6,1,success,-3.4,92.431,-26.9,0.733,5017.5,1,0.6585577795421521,0
39,self-employed,divorced,high.school,no,no,no,cellular,sep,tue,2,3,1,success,-3.4,92.379,-29.8,0.788,5017.5,1,0.6583237644545287,0
61,blue-collar,married,professional.course,no,yes,no,cellular,oct,thu,2,999,0,nonexistent,-1.1,94.601,-49.5,0.987,4963.6,1,0.6580815839445983,1
64,retired,divorced,basic.4y,no,yes,yes,telephone,sep,fri,2,6,2,success,-1.1,94.199,-37.5,0.878,4963.6,1,0.6574794901879129,0
50,admin.,married,university.degree,no,no,no,cellular,nov,mon,1,7,2,success,-3.4,92.649,-30.1,0.714,5017.5,0,0.6571519240275877,0
24,student,single,unknown,no,yes,no,cellular,sep,wed,1,17,4,failure,-1.1,94.199,-37.5,0.886,4963.6,0,0.657107631941139,0
30,student,single,unknown,no,no,no,cellular,dec,wed,1,4,2,success,-3.0,92.713,-33.0,0.715,5023.5,1,0.6563866476675057,0
26,technician,single,professional.course,no,no,yes,cellular,nov,wed,1,9,2,failure,-3.4,92.649,-30.1,0.719,5017.5,1,0.6562632066192616,0
51,admin.,divorced,high.school,no,yes,yes,cellular,nov,tue,2,6,4,failure,-1.1,94.767,-50.8,1.049,4963.6,1,0.6552322832822263,2
21,student,single,high.school,no,no,no,cellular,oct,tue,1,999,0,nonexistent,-1.1,94.601,-49.5,0.982,4963.6,1,0.6551611039308596,1
50,admin.,married,university.degree,no,yes,no,cellular,nov,mon,1,7,1,success,-3.4,92.649,-30.1,0.722,5017.5,0,0.6549827332027043,0
29,admin.,single,high.school,no,yes,no,cellular,oct,fri,1,6,1,success,-3.4,92.431,-26.9,0.73,5017.5,1,0.6548187820752129,0
37,services,married,high.school,no,yes,yes,cellular,oct,fri,2,12,2,failure,-1.1,94.601,-49.5,1.029,4963.6,1,0.6532773479005173,2
60,retired,married,basic.4y,no,yes,no,cellular,oct,wed,2,999,1,failure,-1.1,94.601,-49.5,0.985,4963.6,0,0.6527347198848495,1
22,student,single,high.school,no,yes,no,cellular,oct,tue,1,6,1,success,-3.4,92.431,-26.9,0.742,5017.5,1,0.6518236518454498,0
32,technician,married,professional.course,no,no,no,cellular,oct,wed,1,999,0,nonexistent,-1.1,94.601,-49.5,0.959,4963.6,1,0.651461160386378,1
33,admin.,married,university.degree,no,no,no,cellular,oct,fri,1,6,1,success,-3.4,92.431,-26.9,0.739,5017.5,1,0.6504716789884002,0
22,student,single,high.school,no,no,no,cellular,oct,fri,3,6,1,success,-3.4,92.431,-26.9,0.73,5017.5,1,0.6503267069572191,0
44,technician,married,professional.course,no,yes,no,cellular,sep,tue,1,4,1,success,-3.4,92.379,-29.8,0.755,5017.5,1,0.6501535343486335,0
43,technician,married,high.school,no,yes,no,cellular,sep,tue,1,3,1,success,-3.4,92.379,-29.8,0.788,5017.5,1,0.6501535343486335,0
83,retired,married,high.school,no,no,no,cellular,dec,thu,1,4,3,success,-3.0,92.713,-33.0,0.72,5023.5,1,0.6496795974469884,0
37,technician,single,professional.course,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-1.1,94.767,-50.8,1.044,4963.6,1,0.6491210702014633,1
37,self-employed,married,professional.course,no,yes,yes,cellular,nov,mon,1,5,1,success,-3.4,92.649,-30.1,0.722,5017.5,1,0.6490523885213246,0
48,admin.,married,university.degree,no,yes,no,cellular,dec,mon,4,6,2,success,-3.0,92.713,-33.0,0.717,5023.5,0,0.6489544196979897,0
41,admin.,married,university.degree,no,yes,no,cellular,nov,tue,1,3,1,success,-3.4,92.649,-30.1,0.715,5017.5,1,0.6484270363585958,0
30,technician,single,university.degree,no,yes,no,cellular,sep,fri,2,15,4,failure,-1.1,94.199,-37.5,0.879,4963.6,1,0.6483070197857947,0
54,technician,divorced,professional.course,no,yes,no,cellular,dec,mon,1,6,1,success,-3.0,92.713,-33.0,0.715,5023.5,0,0.6479719810756205,0
35,blue-collar,single,high.school,no,no,no,cellular,oct,fri,1,6,1,success,-3.4,92.431,-26.9,0.73,5017.5,0,0.6475453508835222,0
77,retired,married,basic.4y,no,yes,no,cellular,sep,thu,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,1,0.6474143059276903,1
21,student,single,high.school,no,no,no,cellular,oct,tue,2,999,0,nonexistent,-1.1,94.601,-49.5,1.037,4963.6,1,0.6468259436001433,1
53,admin.,married,university.degree,no,yes,yes,telephone,dec,mon,1,6,2,success,-3.0,92.713,-33.0,0.706,5023.5,1,0.6466480735709632,0
86,retired,married,unknown,unknown,yes,no,cellular,sep,tue,1,999,0,nonexistent,-1.1,94.199,-37.5,0.877,4963.6,1,0.6459080797133578,1
39,management,single,university.degree,no,yes,no,cellular,nov,fri,2,3,2,success,-3.4,92.649,-30.1,0.714,5017.5,1,0.6453769754256907,0
39,self-employed,divorced,high.school,no,no,no,cellular,sep,tue,1,3,1,success,-3.4,92.379,-29.8,0.788,5017.5,1,0.6452128968674365,0
30,student,single,professional.course,no,no,no,cellular,sep,mon,2,9,2,failure,-1.1,94.199,-37.5,0.879,4963.6,0,0.6449608232023526,0
38,admin.,married,university.degree,no,yes,no,cellular,nov,tue,1,3,3,success,-3.4,92.649,-30.1,0.715,5017.5,1,0.6448777837374934,0
26,admin.,married,high.school,no,yes,no,cellular,nov,fri,1,7,1,success,-3.4,92.649,-30.1,0.714,5017.5,1,0.6443507759732389,0
35,admin.,married,high.school,no,no,no,cellular,oct,thu,1,4,2,success,-3.4,92.431,-26.9,0.754,5017.5,0,0.6431417629872849,0
29,admin.,single,high.school,no,yes,no,telephone,nov,mon,1,6,1,success,-1.1,94.767,-50.8,1.05,4963.6,0,0.64307082829796,2
31,self-employed,married,university.degree,no,no,no,cellular,sep,wed,1,3,1,success,-3.4,92.379,-29.8,0.768,5017.5,1,0.642940313780586,0
74,retired,married,unknown,no,yes,yes,cellular,oct,wed,1,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,1,0.6414126770799599,1
35,services,married,high.school,no,no,no,cellular,sep,tue,2,3,1,success,-3.4,92.379,-29.8,0.788,5017.5,0,0.6412269276506306,0
61,retired,married,university.degree,no,no,no,cellular,nov,mon,1,999,0,nonexistent,-1.1,94.767,-50.8,1.05,4963.6,0,0.6410619757426972,1
23,student,single,university.degree,no,yes,no,cellular,nov,wed,1,3,2,success,-3.4,92.649,-30.1,0.715,5017.5,1,0.6410215341249316,0
35,admin.,married,high.school,no,yes,no,cellular,oct,thu,1,4,1,success,-3.4,92.431,-26.9,0.754,5017.5,1,0.6409323641624192,0
29,technician,single,university.degree,no,no,no,telephone,nov,mon,1,3,2,success,-1.1,94.767,-50.8,1.05,4963.6,1,0.6406650251259361,2
26,management,single,university.degree,no,yes,no,cellular,oct,tue,1,6,1,success,-3.4,92.431,-26.9,0.728,5017.5,0,0.6406173789877817,0
29,admin.,single,high.school,no,yes,no,cellular,sep,tue,2,3,1,success,-3.4,92.379,-29.8,0.77,5017.5,1,0.6399137768181298,0
28,admin.,single,university.degree,no,yes,no,cellular,sep,fri,1,1,3,success,-3.4,92.379,-29.8,0.773,5017.5,1,0.6393232447785002,0
29,student,single,professional.course,no,no,no,cellular,nov,thu,3,3,2,success,-3.4,92.649,-30.1,0.714,5017.5,1,0.6391680961456542,0
25,admin.,single,university.degree,no,yes,no,cellular,sep,thu,1,1,1,success,-3.4,92.379,-29.8,0.809,5017.5,0,0.6389918155908006,0
62,blue-collar,married,basic.4y,no,yes,no,cellular,nov,mon,1,6,1,success,-3.4,92.649,-30.1,0.719,5017.5,0,0.6388295900166004,0
61,retired,married,university.degree,no,no,no,cellular,sep,mon,1,3,2,success,-3.4,92.379,-29.8,0.797,5017.5,1,0.6384259203562714,0
32,technician,married,professional.course,no,yes,no,cellular,oct,wed,2,999,0,nonexistent,-1.1,94.601,-49.5,0.959,4963.6,1,0.638157997373845,1
27,admin.,single,university.degree,no,no,no,cellular,oct,tue,1,999,0,nonexistent,-1.1,94.601,-49.5,0.982,4963.6,0,0.6379733778699603,1
33,technician,married,unknown,no,yes,yes,cellular,sep,thu,1,9,3,failure,-1.1,94.199,-37.5,0.879,4963.6,1,0.6372302074321956,0
62,housemaid,married,university.degree,no,yes,no,cellular,nov,thu,1,3,3,success,-3.4,92.649,-30.1,0.714,5017.5,0,0.636500486318558,0
28,unemployed,single,high.school,no,yes,no,cellular,dec,mon,3,6,3,success,-3.0,92.713,-33.0,0.709,5023.5,0,0.6363155862859036,0
38,services,single,high.school,no,yes,no,telephone,sep,thu,1,9,3,success,-1.1,94.199,-37.5,0.879,4963.6,0,0.636185718115313,0
22,student,single,basic.9y,no,no,no,cellular,oct,fri,2,6,1,success,-3.4,92.431,-26.9,0.73,5017.5,1,0.6348567988733297,0
40,services,married,professional.course,no,yes,no,cellular,oct,thu,1,3,1,success,-3.4,92.431,-26.9,0.74,5017.5,1,0.6347960184230111,0
26,blue-collar,single,basic.6y,no,no,no,cellular,oct,wed,1,999,0,nonexistent,-1.1,94.601,-49.5,0.959,4963.6,1,0.6346125630346388,1
64,retired,divorced,professional.course,no,yes,no,cellular,nov,fri,3,999,0,nonexistent,-1.1,94.767,-50.8,1.028,4963.6,0,0.6345829283929579,1
34,admin.,single,university.degree,no,yes,no,cellular,nov,thu,1,3,2,success,-3.4,92.649,-30.1,0.714,5017.5,1,0.633901825505389,0
39,blue-collar,married,basic.9y,no,yes,no,cellular,sep,fri,1,3,1,success,-3.4,92.379,-29.8,0.803,5017.5,1,0.6328696479396386,0
35,blue-collar,married,basic.9y,no,yes,no,cellular,dec,thu,1,4,3,success,-3.0,92.713,-33.0,0.707,5023.5,0,0.6325861718154643,0
66,retired,married,basic.4y,no,yes,no,cellular,nov,mon,1,7,1,success,-3.4,92.649,-30.1,0.714,5017.5,1,0.6325741418642113,0
38,unemployed,single,high.school,no,yes,no,cellular,dec,mon,3,10,1,success,-3.0,92.713,-33.0,0.717,5023.5,0,0.6324479439097676,0
25,admin.,single,university.degree,no,no,yes,cellular,nov,mon,1,3,2,success,-3.4,92.649,-30.1,0.715,5017.5,1,0.6320593179178065,0
33,admin.,married,university.degree,no,yes,no,cellular,nov,tue,2,3,3,success,-3.4,92.649,-30.1,0.715,5017.5,1,0.6314926304190389,0
63,admin.,married,university.degree,no,yes,yes,cellular,oct,thu,2,999,0,nonexistent,-1.1,94.601,-49.5,0.987,4963.6,0,0.6313732886732707,1
71,retired,married,high.school,no,no,no,cellular,sep,wed,1,999,0,nonexistent,-1.1,94.199,-37.5,0.886,4963.6,0,0.6310942042803184,1
25,admin.,single,university.degree,no,no,no,cellular,dec,fri,2,4,1,success,-3.0,92.713,-33.0,0.718,5023.5,0,0.6303278561863247,0
26,student,single,university.degree,no,no,no,cellular,nov,fri,1,7,1,success,-3.4,92.649,-30.1,0.714,5017.5,1,0.6298886773023227,0
44,technician,married,basic.9y,no,yes,no,cellular,oct,tue,1,2,1,success,-3.4,92.431,-26.9,0.742,5017.5,0,0.6297077922979606,0
33,admin.,married,university.degree,no,yes,no,cellular,nov,tue,2,3,1,success,-3.4,92.649,-30.1,0.715,5017.5,1,0.6296602835128693,0
38,admin.,married,university.degree,no,yes,no,cellular,nov,mon,3,6,1,success,-3.4,92.649,-30.1,0.719,5017.5,0,0.6295144561943866,0
67,admin.,married,basic.4y,unknown,no,no,cellular,oct,thu,2,2,2,success,-3.4,92.431,-26.9,0.722,5017.5,1,0.629509553215459,0
50,unknown,married,unknown,no,no,no,cellular,oct,wed,1,8,3,failure,-3.4,92.431,-26.9,0.74,5017.5,1,0.629086624260038,0
32,self-employed,married,university.degree,no,no,no,cellular,nov,thu,2,3,2,success,-3.4,92.649,-30.1,0.714,5017.5,1,0.6288376942124007,0
50,admin.,married,university.degree,no,yes,no,cellular,nov,mon,1,3,1,success,-3.4,92.649,-30.1,0.714,5017.5,1,0.6285627766689502,0
27,management,single,university.degree,no,yes,no,cellular,sep,tue,2,4,2,success,-3.4,92.379,-29.8,0.819,5017.5,0,0.6280983359624087,0
26,technician,single,university.degree,no,yes,no,cellular,dec,tue,1,5,1,success,-3.0,92.713,-33.0,0.707,5023.5,1,0.6273442596990483,0
31,management,married,university.degree,no,yes,no,cellular,oct,tue,3,4,1,success,-3.4,92.431,-26.9,0.728,5017.5,1,0.6269344595465844,0
49,housemaid,single,university.degree,no,yes,no,cellular,dec,mon,2,6,1,success,-3.0,92.713,-33.0,0.717,5023.5,1,0.6258109370241737,0
23,student,single,high.school,no,yes,no,cellular,oct,thu,3,999,0,nonexistent,-1.1,94.601,-49.5,1.025,4963.6,0,0.6257085877715165,1
64,retired,married,professional.course,no,yes,no,cellular,sep,wed,2,999,0,nonexistent,-1.1,94.199,-37.5,0.886,4963.6,1,0.6251864253155667,1
25,admin.,single,high.school,no,no,no,cellular,sep,thu,1,3,1,success,-3.4,92.379,-29.8,0.778,5017.5,1,0.624526219267254,0
46,management,married,university.degree,no,unknown,unknown,cellular,oct,mon,2,12,2,failure,-1.1,94.601,-49.5,1.032,4963.6,0,0.6242353909623211,2
81,retired,married,basic.4y,no,yes,no,cellular,oct,wed,1,999,2,failure,-1.1,94.601,-49.5,1.016,4963.6,1,0.6235565790090463,1
70,retired,married,basic.4y,unknown,no,no,cellular,oct,thu,1,14,3,failure,-1.1,94.601,-49.5,0.965,4963.6,0,0.6230672880465654,2
54,self-employed,married,university.degree,no,no,no,cellular,oct,thu,3,999,0,nonexistent,-1.1,94.601,-49.5,0.987,4963.6,0,0.6224961032184293,1
32,admin.,single,high.school,no,no,no,cellular,nov,mon,2,19,2,failure,-1.1,94.767,-50.8,1.048,4963.6,0,0.6214004155680658,2
66,management,divorced,university.degree,no,no,no,cellular,sep,tue,1,1,1,success,-3.4,92.379,-29.8,0.788,5017.5,1,0.6210533532868665,0
30,blue-collar,single,professional.course,no,yes,no,cellular,nov,tue,2,999,0,nonexistent,-1.1,94.767,-50.8,1.049,4963.6,0,0.6208796078903575,1
27,student,single,unknown,no,yes,no,cellular,oct,fri,1,20,4,failure,-1.1,94.601,-49.5,0.972,4963.6,0,0.6207878852323736,2
54,unemployed,married,professional.course,no,yes,no,telephone,nov,thu,2,10,4,failure,-1.1,94.767,-50.8,1.041,4963.6,0,0.6207313793122039,2
54,services,divorced,high.school,no,no,no,cellular,oct,wed,1,999,1,failure,-1.1,94.601,-49.5,1.016,4963.6,0,0.6193823917656219,1
57,admin.,married,high.school,no,yes,no,cellular,nov,mon,1,3,3,success,-3.4,92.649,-30.1,0.715,5017.5,1,0.6189576696838623,0
23,unemployed,single,basic.9y,no,yes,no,cellular,oct,thu,1,4,1,success,-3.4,92.431,-26.9,0.754,5017.5,1,0.6186475432709838,0
30,admin.,married,university.degree,no,no,no,cellular,sep,mon,2,6,1,success,-3.4,92.379,-29.8,0.739,5017.5,1,0.6186014407042093,0
35,management,married,university.degree,no,no,no,cellular,nov,tue,1,3,2,success,-3.4,92.649,-30.1,0.716,5017.5,0,0.6185433776308135,0
37,unknown,single,university.degree,no,no,no,cellular,sep,wed,1,1,1,success,-3.4,92.379,-29.8,0.753,5017.5,0,0.6179683958031212,0
24,admin.,single,university.degree,no,no,no,cellular,sep,tue,1,3,1,success,-3.4,92.379,-29.8,0.77,5017.5,1,0.6177402893441261,0
30,student,single,high.school,no,yes,no,cellular,sep,wed,2,999,0,nonexistent,-1.1,94.199,-37.5,0.886,4963.6,0,0.6175786662883541,1
50,admin.,married,high.school,no,yes,no,cellular,oct,thu,1,999,0,nonexistent,-1.1,94.601,-49.5,0.987,4963.6,1,0.6172172156763933,1
28,unemployed,single,basic.4y,no,yes,no,cellular,oct,fri,2,4,1,success,-3.4,92.431,-26.9,0.752,5017.5,0,0.6169389813674154,0
79,retired,married,basic.4y,no,no,yes,cellular,nov,tue,1,999,0,nonexistent,-3.4,92.649,-30.1,0.72,5017.5,1,0.6163293488812774,1
28,admin.,single,university.degree,no,yes,no,cellular,oct,mon,4,17,3,failure,-1.1,94.601,-49.5,1.032,4963.6,0,0.6160857684478537,1
59,unemployed,married,basic.9y,no,yes,yes,cellular,oct,fri,1,999,0,nonexistent,-1.1,94.601,-49.5,0.942,4963.6,0,0.6160202022320823,1
25,student,single,high.school,no,no,no,cellular,nov,thu,1,999,0,nonexistent,-1.1,94.767,-50.8,1.041,4963.6,1,0.615847730824867,1
59,services,married,university.degree,no,yes,no,cellular,oct,mon,1,999,0,nonexistent,-1.1,94.601,-49.5,0.977,4963.6,0,0.6138393065380237,1
29,admin.,single,university.degree,no,no,no,cellular,nov,fri,1,3,2,success,-3.4,92.649,-30.1,0.714,5017.5,1,0.6136837732781782,0
31,admin.,single,university.degree,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,-1.1,94.767,-50.8,1.031,4963.6,1,0.6130019954717005,1
31,admin.,single,university.degree,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,-1.1,94.767,-50.8,1.041,4963.6,1,0.6130019954717005,1
61,admin.,married,high.school,no,yes,no,cellular,oct,mon,4,999,0,nonexistent,-1.1,94.601,-49.5,0.977,4963.6,0,0.6118163442699407,1
30,admin.,single,university.degree,no,yes,no,cellular,nov,mon,1,6,1,success,-3.4,92.649,-30.1,0.722,5017.5,0,0.6105965524298561,0
36,management,married,university.degree,no,unknown,unknown,cellular,sep,wed,1,6,4,failure,-1.1,94.199,-37.5,0.876,4963.6,1,0.6104081940585623,0
34,management,married,university.degree,no,yes,no,cellular,oct,fri,1,2,1,success,-3.4,92.431,-26.9,0.739,5017.5,0,0.6103707624461054,0
56,housemaid,divorced,professional.course,no,yes,no,cellular,nov,tue,1,7,2,failure,-3.4,92.649,-30.1,0.72,5017.5,1,0.6092207428042,0
58,management,married,university.degree,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,-1.1,94.767,-50.8,1.041,4963.6,0,0.6078388723206813,1
68,retired,divorced,high.school,no,yes,no,cellular,oct,mon,1,999,0,nonexistent,-1.1,94.601,-49.5,1.0,4963.6,1,0.6078171005020175,1
52,technician,married,professional.course,no,yes,no,telephone,nov,fri,2,3,1,success,-3.4,92.649,-30.1,0.714,5017.5,0,0.6074567716101051,0
39,unemployed,single,university.degree,no,yes,no,cellular,dec,mon,1,6,2,success,-3.0,92.713,-33.0,0.706,5023.5,1,0.6067315606374674,0
37,blue-collar,married,basic.6y,no,no,no,cellular,oct,thu,2,6,3,failure,-3.4,92.431,-26.9,0.74,5017.5,1,0.6064538530482764,0
86,retired,married,professional.course,no,no,no,telephone,dec,wed,2,999,0,nonexistent,-3.0,92.713,-33.0,0.715,5023.5,1,0.6061269804314205,1
80,retired,divorced,basic.4y,no,yes,no,telephone,sep,thu,4,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,0,0.6059266468050292,1
64,retired,married,high.school,no,no,no,cellular,nov,mon,1,3,1,success,-3.4,92.649,-30.1,0.714,5017.5,1,0.6058892025358522,0
36,admin.,single,high.school,no,yes,no,cellular,oct,mon,1,6,1,success,-3.4,92.431,-26.9,0.739,5017.5,0,0.6050519821626104,0
45,student,single,unknown,no,yes,no,cellular,oct,wed,2,999,2,failure,-1.1,94.601,-49.5,1.016,4963.6,0,0.6045905404917883,1
52,technician,married,university.degree,no,no,no,cellular,nov,wed,1,999,1,failure,-1.1,94.767,-50.8,1.048,4963.6,0,0.6045734112941442,1
83,retired,divorced,basic.4y,no,yes,yes,cellular,nov,tue,1,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,0,0.6041884254002601,1
38,admin.,single,university.degree,unknown,yes,no,cellular,sep,wed,1,3,1,success,-3.4,92.379,-29.8,0.768,5017.5,1,0.6041146883540208,0
29,technician,married,university.degree,no,yes,no,cellular,nov,fri,1,3,1,success,-3.4,92.649,-30.1,0.714,5017.5,1,0.6036825403998042,0
33,admin.,married,university.degree,no,no,no,cellular,nov,tue,1,999,0,nonexistent,-1.1,94.767,-50.8,1.035,4963.6,1,0.6032770336775858,1
62,services,married,high.school,no,yes,no,cellular,nov,wed,5,999,0,nonexistent,-1.1,94.767,-50.8,1.03,4963.6,0,0.6023932723655786,1
31,student,single,high.school,no,yes,no,cellular,oct,fri,3,999,0,nonexistent,-1.1,94.601,-49.5,1.029,4963.6,1,0.602350586658437,1
32,admin.,single,university.degree,no,unknown,unknown,telephone,nov,mon,3,7,1,success,-3.4,92.649,-30.1,0.722,5017.5,0,0.6022515551820664,0
42,management,single,university.degree,no,no,no,cellular,oct,mon,1,6,1,success,-3.4,92.431,-26.9,0.743,5017.5,0,0.5993896016593637,0
35,unemployed,married,professional.course,no,yes,no,cellular,dec,mon,1,6,1,success,-3.0,92.713,-33.0,0.706,5023.5,1,0.5992030280015578,0
58,unemployed,married,university.degree,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,-1.1,94.767,-50.8,1.041,4963.6,1,0.5990598722297585,1
40,technician,single,university.degree,no,yes,no,cellular,nov,mon,1,7,1,success,-3.4,92.649,-30.1,0.714,5017.5,0,0.5989699059797833,0
60,retired,married,university.degree,no,yes,no,cellular,oct,mon,2,999,0,nonexistent,-1.1,94.601,-49.5,1.0,4963.6,0,0.5986348094416079,1
73,retired,married,professional.course,no,yes,no,cellular,nov,fri,1,999,0,nonexistent,-1.1,94.767,-50.8,1.028,4963.6,1,0.5982769861334785,1
50,management,married,university.degree,no,yes,no,cellular,oct,fri,2,999,0,nonexistent,-1.1,94.601,-49.5,0.942,4963.6,0,0.598207420612004,1
54,blue-collar,married,basic.9y,no,no,no,cellular,nov,wed,1,7,2,failure,-3.4,92.649,-30.1,0.719,5017.5,0,0.597826963625747,0
45,blue-collar,single,high.school,no,yes,yes,cellular,sep,wed,1,999,0,nonexistent,-1.1,94.199,-37.5,0.886,4963.6,1,0.5966113565339372,1
21,student,single,university.degree,no,yes,no,cellular,nov,fri,3,3,1,success,-3.4,92.649,-30.1,0.714,5017.5,0,0.5958337665971998,0
38,admin.,married,university.degree,no,no,no,telephone,nov,thu,1,13,1,success,-3.4,92.649,-30.1,0.714,5017.5,1,0.5944949037379111,0
27,management,single,professional.course,no,yes,no,cellular,nov,tue,1,3,1,success,-3.4,92.649,-30.1,0.716,5017.5,1,0.594382035439468,0
65,housemaid,married,basic.4y,no,unknown,unknown,cellular,oct,tue,2,999,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,1,0.5925730362409224,1
36,admin.,single,university.degree,no,no,no,cellular,oct,thu,2,999,0,nonexistent,-1.1,94.601,-49.5,0.965,4963.6,0,0.5921130058297076,1
34,admin.,married,university.degree,no,yes,no,cellular,sep,wed,2,999,0,nonexistent,-1.1,94.199,-37.5,0.886,4963.6,0,0.5907976014642323,1
32,blue-collar,married,basic.4y,no,no,no,telephone,sep,wed,3,3,4,success,-1.1,94.199,-37.5,0.88,4963.6,1,0.5902880004648808,0
37,admin.,single,high.school,no,no,no,cellular,oct,thu,1,999,0,nonexistent,-1.1,94.601,-49.5,0.987,4963.6,0,0.5895793889837936,1
37,admin.,single,high.school,no,no,no,cellular,oct,thu,1,999,0,nonexistent,-1.1,94.601,-49.5,0.987,4963.6,1,0.5895793889837936,1
33,technician,married,professional.course,no,yes,no,cellular,sep,wed,1,999,0,nonexistent,-1.1,94.199,-37.5,0.886,4963.6,1,0.5894768507583783,1
33,management,single,university.degree,no,no,no,cellular,oct,thu,3,999,0,nonexistent,-1.1,94.601,-49.5,0.987,4963.6,0,0.58933148400925,1
20,student,single,high.school,no,no,no,cellular,nov,wed,2,3,3,success,-3.4,92.649,-30.1,0.715,5017.5,1,0.5887643739783827,0
54,services,divorced,high.school,no,yes,no,cellular,oct,wed,3,999,2,failure,-1.1,94.601,-49.5,1.016,4963.6,1,0.5878811692611665,1
31,technician,single,professional.course,no,unknown,unknown,cellular,oct,thu,2,999,0,nonexistent,-1.1,94.601,-49.5,1.025,4963.6,1,0.5873514329637319,1
37,admin.,married,high.school,no,yes,no,cellular,nov,mon,3,3,1,success,-3.4,92.649,-30.1,0.722,5017.5,0,0.5872760228608874,0
33,admin.,single,university.degree,no,yes,no,telephone,oct,thu,3,6,2,success,-3.4,92.431,-26.9,0.74,5017.5,1,0.5868387517144018,0
41,admin.,single,high.school,no,no,no,cellular,oct,thu,2,999,0,nonexistent,-1.1,94.601,-49.5,0.987,4963.6,0,0.586360151057737,1
60,admin.,married,high.school,no,no,no,cellular,oct,tue,1,999,1,failure,-1.1,94.601,-49.5,1.037,4963.6,1,0.5862859467930651,1
54,technician,married,basic.9y,no,no,no,cellular,nov,tue,3,7,2,failure,-3.4,92.649,-30.1,0.715,5017.5,1,0.5860582441094964,0
88,retired,married,basic.4y,no,yes,no,cellular,sep,mon,7,999,0,nonexistent,-1.1,94.199,-37.5,0.882,4963.6,0,0.5860032903187137,1
29,self-employed,single,university.degree,no,yes,yes,cellular,sep,wed,2,999,0,nonexistent,-1.1,94.199,-37.5,0.886,4963.6,0,0.5859849583640341,1
33,technician,single,professional.course,no,no,no,cellular,sep,wed,1,999,0,nonexistent,-1.1,94.199,-37.5,0.886,4963.6,0,0.5854890310808284,1
34,technician,married,unknown,no,no,no,cellular,nov,tue,3,999,0,nonexistent,-1.1,94.767,-50.8,1.046,4963.6,1,0.5853316078416024,1
48,technician,married,professional.course,no,yes,no,cellular,oct,thu,1,999,0,nonexistent,-1.1,94.601,-49.5,0.987,4963.6,0,0.5853124553015455,1
52,admin.,married,professional.course,no,no,no,cellular,sep,wed,2,999,0,nonexistent,-1.1,94.199,-37.5,0.876,4963.6,1,0.5836258122320633,1
28,services,married,high.school,no,yes,no,cellular,nov,wed,3,999,2,failure,-1.1,94.767,-50.8,1.048,4963.6,0,0.5819004311443047,1
25,student,single,high.school,no,no,no,cellular,oct,fri,3,999,0,nonexistent,-1.1,94.601,-49.5,1.029,4963.6,1,0.5816907890014268,1
60,retired,married,high.school,no,no,no,cellular,sep,wed,1,999,0,nonexistent,-1.1,94.199,-37.5,0.876,4963.6,1,0.5811084794007124,1
26,admin.,single,university.degree,no,no,no,cellular,nov,fri,3,999,0,nonexistent,-1.1,94.767,-50.8,1.04,4963.6,1,0.5798496726989517,1
71,retired,married,professional.course,no,yes,no,cellular,oct,mon,2,999,0,nonexistent,-1.1,94.601,-49.5,0.977,4963.6,0,0.5787906354509106,1
